Phone_service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Age_s,Number_Dependents_s,Number_Referrals_s,Tenure_s,Average_Monthly_Long_Distance_Charges_s,Average_Monthly_GB_Download_s,Monthly_Charge_s,Total_Charges_s,Total_Refunds_s,Total_Extra_Data_Charges_s,Total_Long_Distance_Charges_s,Churn
Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7377049180327869,0.0,0.0,0.0,0.0,0.26506024096385544,0.06021052631578948,0.0,0.0,0.0,0.00013572204125950055,1
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.47540983606557374,0.0,0.30000000000000004,0.8732394366197184,0.0,0.16867469879518074,0.038315789473684206,0.0,0.0,0.0,0.15996539087947884,1
Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.836065573770492,0.0,0.0,0.2112676056338028,0.0,0.3253012048192771,0.050610526315789474,0.0,0.0,0.0,0.003257328990228013,0
Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0655737704918033,0.5,0.0,0.3802816901408451,0.0,0.5421686746987953,0.06804210526315789,0.0,0.0,0.0,0.038714712269272526,1
Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.4426229508196722,0.0,1.0,0.6901408450704226,0.0,0.16867469879518074,0.01894736842105263,0.0,0.07252298263534218,0.0,0.005103714259862469,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7868852459016394,0.0,0.0,0.18309859154929578,0.0,0.10843373493975905,0.6311578947368421,0.12104848361014624,0.3123595505617977,0.0,0.0035287730727470144,1
Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,0.39344262295081966,0.0,0.0,0.5070422535211268,0.0,0.024096385542168676,0.051284210526315786,0.3475816573747044,0.0,0.0,0.0025928564965617086,0
Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.19672131147540983,0.0,0.0,0.0,0.0,0.26506024096385544,0.17734736842105261,0.0,0.0,0.0,0.0,1
Yes,No,Yes,Cable,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,0.29508196721311475,0.0,0.2,0.11267605633802817,0.0,0.16867469879518074,0.14366315789473683,0.0,0.0,0.0,0.006082043973941369,0
Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.11475409836065575,0.0,0.0,0.09859154929577466,0.8389355742296919,0.6867469879518073,0.18585263157894738,0.0,0.0,0.0,0.00662775968150561,0
Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.2622950819672132,0.0,0.0,0.8873239436619719,0.0,0.06024096385542169,0.12252631578947369,0.0,0.0,0.0,0.2604053564965617,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.5081967213114754,0.0,0.0,0.5492957746478874,0.673469387755102,0.21686746987951808,0.7061052631578947,0.0,0.0,0.0,0.0005768186753528773,0
Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.6065573770491803,0.0,0.0,0.014084507042253521,0.0,0.1807228915662651,0.16917894736842104,0.0,0.0,0.0,0.0028727832066594286,0
Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,0.29508196721311475,0.0,0.0,0.47887323943661975,0.0,0.16867469879518074,0.11073684210526316,0.0,0.0,0.0,0.2524571344553022,1
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.2295081967213115,0.0,0.0,0.15492957746478872,0.0,0.27710843373493976,0.12252631578947369,0.0,0.0,0.0,0.0,0
Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.3278688524590164,0.3333333333333333,0.8,0.3802816901408451,0.0,0.13253012048192772,0.03663157894736842,0.0,0.0,0.0,0.00012441187115454217,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.4098360655737705,0.0,0.0,0.02816901408450704,0.0,0.25301204819277107,0.648,0.0,0.0,0.0,0.005411916395222585,1
Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.0,0.0,0.0,0.014084507042253521,0.0,0.6024096385542169,0.05903157894736842,0.0,0.0,0.0,0.0,1
Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,0.5901639344262295,0.0,0.1,0.5211267605633804,0.0,0.20481927710843376,0.06762105263157894,0.3571207565895093,0.0,0.0,0.004897303655446978,1
Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.47540983606557374,0.0,0.0,0.04225352112676056,0.0,0.16867469879518074,0.0,0.0,0.0,0.0,0.0034722222222222225,1
Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,0.7540983606557378,0.0,0.0,0.11267605633802817,0.4993997599039616,0.08433734939759036,0.02568421052631579,0.0,0.0,0.0,0.06351791530944625,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9016393442622951,0.0,0.0,0.36619718309859156,0.0,0.27710843373493976,0.11157894736842106,0.0,0.0,0.0,0.0004495792616720956,1
Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,0.8688524590163934,0.0,0.0,0.9154929577464789,0.0,0.26506024096385544,0.0711578947368421,0.0,0.0,0.0,0.8507905808903367,1
Yes,No,Yes,Cable,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Mailed Check,0.03278688524590162,0.0,0.0,0.7887323943661972,0.0,0.5542168674698796,0.5873684210526315,0.0,0.0,0.0,0.0,0
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.4098360655737705,0.0,0.0,0.15492957746478872,0.0,0.1204819277108434,0.0848,0.0,0.0,0.0,0.004037730727470141,1
Yes,Yes,Yes,Cable,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.18032786885245905,0.0,0.1,0.11267605633802817,0.6336534613845539,0.6867469879518073,0.06189473684210526,0.0,0.0,0.0,0.0059463219326818684,1
Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8196721311475411,0.0,0.0,0.0,0.6770708283313326,0.03614457831325301,0.5873684210526315,0.008143845412884206,0.0,0.0,0.009568403908794789,1
Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.3114754098360656,0.0,1.0,0.5633802816901409,0.0,0.10843373493975905,0.01743157894736842,0.3721824921918328,0.0,0.0,0.006661690191820485,0
Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,0.18032786885245905,0.0,0.0,0.647887323943662,0.0,0.8072289156626506,0.18602105263157895,0.0,0.0,0.0,0.0,0
Yes,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.5081967213114754,0.16666666666666666,0.0,0.16901408450704225,0.0,0.1807228915662651,0.1519157894736842,0.097113167342888,0.0,0.0,0.002394928519724937,0
Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.9016393442622951,0.0,0.0,0.26760563380281693,0.0,0.22891566265060245,0.07957894736842104,0.0,0.0,0.0,0.001996245023525154,0
Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.3114754098360656,0.0,0.0,0.08450704225352114,0.0,0.14457831325301207,0.10981052631578947,0.0,0.0,0.0,0.031351791530944625,0
Yes,No,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.5901639344262295,0.0,0.0,0.3802816901408451,0.0,0.06024096385542169,0.46021052631578946,0.0,0.0,0.0,0.005802117263843648,0
Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.8688524590163934,0.0,0.0,0.09859154929577466,0.0,0.13253012048192772,0.01726315789473684,0.0,0.0,0.0,0.0049312341657618535,0
Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.14754098360655737,0.0,0.0,0.16901408450704225,0.0,0.46987951807228917,0.8138947368421053,0.0,0.0,0.0,0.0014872873688020268,1
Yes,No,Yes,Cable,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.0655737704918033,0.0,0.4,0.295774647887324,0.0,0.6144578313253013,0.09288421052631578,0.0,0.0,0.0,0.004586273977560623,1
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5081967213114754,0.0,0.30000000000000004,0.28169014084507044,0.0,0.3253012048192771,0.11831578947368421,0.0,0.0,0.0,0.25069557546145493,1
Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.8032786885245903,0.0,0.30000000000000004,0.47887323943661975,0.0,0.1927710843373494,0.18989473684210526,0.0,0.0,0.0,0.005383640969960188,0
Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5737704918032788,0.0,0.0,0.15492957746478872,0.0,0.024096385542168676,0.16210526315789472,0.0,0.0,0.0,0.005954804560260586,0
Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,0.7868852459016394,0.3333333333333333,0.4,1.0,0.0,0.27710843373493976,0.06745263157894736,0.0,0.0,0.0,0.0031216069489685126,0
Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,0.18032786885245905,0.0,0.9,0.971830985915493,0.0,0.5903614457831325,0.0,0.0,0.0,0.0,0.00029971950778139706,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.42622950819672134,0.0,0.0,0.07042253521126761,0.5540216086434574,0.08433734939759036,0.6218947368421052,0.0,0.0,0.0,0.006260179153094463,0
Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.7868852459016394,0.0,0.5,0.619718309859155,0.817326930772309,0.26506024096385544,0.11797894736842104,0.0,0.2490296220633299,0.0,0.004029248099891422,0
Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.2622950819672132,0.3333333333333333,0.30000000000000004,0.9295774647887325,0.0,0.16867469879518074,0.0848,0.0,0.0,0.0,0.004368553203040174,0
Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.836065573770492,0.0,0.0,0.35211267605633806,0.0,0.1566265060240964,0.0512,0.0,0.0,0.0,0.005502397756062252,0
Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.2786885245901639,0.16666666666666666,0.4,1.0,0.0,0.24096385542168677,0.09313684210526316,0.0,0.0,0.0,0.0035287730727470144,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.5409836065573771,0.0,0.0,0.47887323943661975,0.0,0.04819277108433736,0.09389473684210527,0.0,0.0,0.0,0.0006644724936663048,0
Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,0.5901639344262295,0.5,0.1,0.07042253521126761,0.0,0.21686746987951808,0.059705263157894733,0.0,0.0,0.0,0.00425827904451683,1
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.5245901639344263,0.0,0.0,0.8873239436619719,0.0,0.024096385542168676,0.1600842105263158,0.0,0.0,0.0,0.8018458197611293,0
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.016393442622950838,0.5,0.30000000000000004,0.9295774647887325,0.0,0.6024096385542169,0.1376842105263158,0.0,0.0,0.0,0.006636242309084329,0
Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.4918032786885246,0.0,0.0,0.9295774647887325,0.8557422969187676,0.012048192771084341,0.05953684210526316,0.0,0.0,0.0,0.0027116132826637716,1
Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,0.8196721311475411,0.0,0.7000000000000001,1.0,0.0,0.08433734939759036,0.017178947368421054,0.625908520388803,0.0,0.0,0.005496742671009773,0
Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9016393442622951,0.0,0.1,0.19718309859154928,0.0,0.24096385542168677,0.10997894736842105,0.0,0.0,0.0,0.19191944896851248,1
Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,0.7704918032786886,0.0,0.0,0.08450704225352114,0.0,0.21686746987951808,0.104,0.07118129542601943,0.10561797752808988,0.0,0.0045325506695620705,0
Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,0.03278688524590162,0.0,0.1,0.0,0.0,0.855421686746988,0.16901052631578947,0.0,0.0,0.0,0.0022846543612015926,1
Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8032786885245903,0.0,0.0,0.25352112676056343,0.0,0.27710843373493976,0.15208421052631577,0.0,0.0,0.0,0.0017756967064784656,1
Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,0.8524590163934426,0.0,0.0,0.9577464788732395,0.0,0.0963855421686747,0.01692631578947368,0.0,0.0,0.0,0.2606541802388708,0
Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,0.34426229508196726,0.0,1.0,0.9014084507042254,0.0,0.3373493975903614,0.18147368421052631,0.0,0.0,0.0,0.3203464305103149,0
Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.6229508196721312,0.0,0.0,0.18309859154929578,0.0,0.3253012048192771,0.1438315789473684,0.0,0.0,0.0,5.65508505247919e-06,1
Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,0.14754098360655737,0.0,0.8,0.5633802816901409,0.0,0.2891566265060241,0.05347368421052631,0.0,0.0,0.0,0.0012554288816503801,0
Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.5409836065573771,0.0,0.7000000000000001,0.295774647887324,0.0,0.1566265060240964,0.18585263157894738,0.0,0.0,0.0,0.00425827904451683,1
Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.18032786885245905,0.0,0.0,0.11267605633802817,0.8145258103241297,0.6024096385542169,0.18568421052631578,0.0,0.0,0.0,0.001806799674267101,0
Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,0.0655737704918033,0.0,0.8,0.5070422535211268,0.0,0.674698795180723,0.18551578947368422,0.4040923552934995,0.0,0.0,0.13736484346724576,0
Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.7377049180327869,0.3333333333333333,0.0,0.0,0.0,0.16867469879518074,0.0,0.0,0.0,0.0,0.005508052841114731,1
Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.24590163934426235,0.0,0.1,0.2112676056338028,0.0,0.06024096385542169,0.7153684210526315,0.0,0.0,0.0,0.003709735794426348,1
Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,0.6065573770491803,0.0,0.30000000000000004,0.676056338028169,0.8965586234493799,0.0963855421686747,0.8492631578947367,0.0,0.0,0.0,0.0,0
Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.03278688524590162,0.3333333333333333,0.30000000000000004,0.8450704225352113,0.0,0.5542168674698796,0.10181052631578948,0.0,0.0,0.0,0.21939467969598264,0
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.1639344262295082,0.0,0.1,0.647887323943662,0.0,0.5903614457831325,0.8315789473684211,0.0,0.0,0.0,0.03814072113644589,1
Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6721311475409837,0.0,0.0,0.323943661971831,0.0,0.26506024096385544,0.7237894736842105,0.0,0.0,0.0,0.06467155266015201,0
Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.4426229508196722,0.0,0.0,0.014084507042253521,0.0,0.0,0.6724210526315789,0.0,0.0,0.0,0.0023412052117263845,1
Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.3114754098360656,0.0,0.0,0.15492957746478872,0.0,0.07228915662650603,0.18989473684210526,0.0,0.0,0.0,0.006378935939196526,0
Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.9672131147540984,0.0,0.0,0.23943661971830985,0.0,0.1927710843373494,0.01743157894736842,0.0,0.0,0.0,0.1073391693811075,0
Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9672131147540984,0.0,0.0,0.8873239436619719,0.0,0.1927710843373494,0.05936842105263158,0.7646049213345397,0.0,0.0,0.0011536373507057547,0
Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.29508196721311475,0.0,0.0,0.0,0.0,0.024096385542168676,0.059284210526315786,0.0,0.0,0.0,0.003678632826637713,1
Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.459016393442623,0.0,0.1,0.0,0.0,0.04819277108433736,0.38610526315789473,0.005353337809042879,0.0,0.0,0.003984007419471589,1
Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8524590163934426,0.0,0.1,0.323943661971831,0.0,0.24096385542168677,0.6639999999999999,0.0,0.0,0.0,0.0002884093376764387,1
Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,0.7377049180327869,0.0,0.0,0.16901408450704225,0.8201280512204883,0.22891566265060245,0.01136842105263158,0.0,0.02083758937691522,0.0,0.1506712585957293,0
Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.18032786885245905,0.3333333333333333,0.4,0.5492957746478874,0.0,0.5542168674698796,0.19663157894736844,0.0,0.0,0.0,0.003692770539268911,0
Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6557377049180328,0.0,0.1,0.07042253521126761,0.0,0.3132530120481928,0.009684210526315788,0.0,0.0,0.0,0.011773887079261672,1
Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.9344262295081968,0.0,0.2,0.47887323943661975,0.0,0.3132530120481928,0.07629473684210526,0.0,0.0,0.0,0.00029971950778139706,0
Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,0.04918032786885246,0.0,0.0,0.5774647887323944,0.0,0.6144578313253013,0.009178947368421054,0.0,0.0,0.0,0.00029689196525515746,1
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.5901639344262295,0.0,0.0,0.6338028169014085,0.0,0.012048192771084341,0.18652631578947368,0.0,0.0,0.0,0.004037730727470141,0
Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3114754098360656,0.0,0.1,0.22535211267605634,0.0,0.1566265060240964,0.06753684210526316,0.0,0.0,0.0,0.0032431912775968156,1
Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.24590163934426235,0.0,0.0,0.16901408450704225,0.0,0.25301204819277107,0.6631578947368421,0.0,0.0,0.0,0.005377985884907709,0
Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.8524590163934426,0.0,0.0,0.14084507042253522,0.0,0.012048192771084341,0.05094736842105263,0.0,0.0,0.0,0.00039020086862106407,0
Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,0.14754098360655737,0.5,0.1,0.5070422535211268,0.713685474189676,0.8915662650602411,0.49473684210526314,0.0,0.0,0.0,0.37317623507057546,0
Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.5737704918032788,0.0,0.0,0.25352112676056343,0.7378951580632254,0.3012048192771084,0.06745263157894736,0.0,0.0,0.0,0.1981315598986609,0
Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.11475409836065575,0.0,0.0,0.22535211267605634,0.7178871548619449,0.6024096385542169,0.18593684210526315,0.0,0.0,0.0,0.17246878393051032,0
Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7377049180327869,0.0,0.1,0.4225352112676057,0.0,0.08433734939759036,0.7061052631578947,0.0,0.2322778345250255,0.0,0.10544754343105321,0
Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,0.2786885245901639,0.0,0.0,0.1267605633802817,0.0,0.27710843373493976,0.5023157894736842,0.07460229428763245,0.0,0.0,0.003981179876945349,0
Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.14754098360655737,0.0,0.0,0.35211267605633806,0.0,0.48192771084337355,0.18063157894736842,0.0,0.0,0.0,0.21371131921824107,0
Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7213114754098361,0.0,0.0,0.5915492957746479,0.0,0.10843373493975905,0.02543157894736842,0.0,0.0,0.0,0.0,1
Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.5737704918032788,0.0,0.0,0.18309859154929578,0.0,0.22891566265060245,0.05936842105263158,0.0,0.0,0.0,0.07315418023887081,0
Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.3114754098360656,0.0,0.8,0.9859154929577465,0.0,0.25301204819277107,0.17701052631578948,0.0,0.0,0.0,0.005802117263843648,0
Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,0.6721311475409837,0.16666666666666666,1.0,0.9295774647887325,0.0,0.10843373493975905,0.14778947368421053,0.0,0.6896833503575076,0.0,0.00040433858125226205,0
Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,0.3770491803278688,0.0,0.0,0.0,0.8577430972388955,0.07228915662650603,0.18905263157894736,0.0,0.0,0.0,0.012121674809989142,1
Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.3114754098360656,0.0,0.1,0.22535211267605634,0.0,0.07228915662650603,0.017347368421052632,0.0,0.0,0.0,0.005394951140065146,1
Yes,No,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.6065573770491803,0.0,0.0,0.8591549295774649,0.0,0.3373493975903614,0.01709473684210526,0.0,0.0,0.0,0.00013006695620702136,0
Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.29508196721311475,0.0,0.0,0.07042253521126761,0.0,0.1204819277108434,0.7406315789473684,0.0,0.0,0.0,0.00571729098805646,0
Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.5573770491803279,0.0,0.0,0.02816901408450704,0.874749899959984,0.22891566265060245,0.7734736842105262,0.0,0.0,0.0,0.0031555374592833877,1
Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0.5,0.1,0.0,0.0,1.0,0.07621052631578948,0.0,0.0,0.0,0.003483532392327181,0
Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,0.016393442622950838,0.3333333333333333,0.0,0.7323943661971831,0.9565826330532213,0.6867469879518073,0.5292631578947369,0.0,0.0,0.0,0.7164794833514296,0
Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,0.24590163934426235,0.16666666666666666,0.2,0.33802816901408456,0.0,0.27710843373493976,0.05903157894736842,0.0,0.0,0.0,0.00029689196525515746,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.42622950819672134,0.0,0.0,0.11267605633802817,0.0,0.0963855421686747,0.19410526315789473,0.0,0.0,0.0,0.04891083061889251,1
