Phone_service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Age_s,Number_Dependents_s,Number_Referrals_s,Tenure_s,Average_Monthly_Long_Distance_Charges_s,Average_Monthly_GB_Download_s,Monthly_Charge_s,Total_Charges_s,Total_Refunds_s,Total_Extra_Data_Charges_s,Total_Long_Distance_Charges_s,Churn
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,0.11475409836065575,0.375,0.8181818181818182,1.0,0.6939387877575515,0.6867469879518073,0.16325481798715202,0.0,0.0,0.0,0.717328370554177,0
Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,0.5081967213114754,0.0,0.0,0.647887323943662,0.9547909581916383,0.27710843373493976,0.8629550321199144,0.0,0.0,0.0,0.00324820788530466,0
Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.6065573770491803,0.0,0.0,0.9154929577464789,0.0,0.10843373493975905,0.017644539614561028,0.0,0.0,0.0,0.8637820512820513,0
Yes,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.4426229508196722,0.0,0.4545454545454546,0.33802816901408456,0.0,0.20481927710843376,0.11186295503211993,0.0,0.411764705882353,0.0,0.0049541632202922525,0
Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,0.39344262295081966,0.0,0.09090909090909091,0.8169014084507042,0.0,0.1204819277108434,0.07922912205567452,0.0,0.0,0.0,0.005181049535888245,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.03278688524590162,0.0,0.09090909090909091,0.36619718309859156,0.0,0.2891566265060241,0.0,0.0,0.0,0.0,0.004980011028398125,0
Yes,No,Yes,Cable,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.0,0.0,0.0,0.014084507042253521,0.6383276655331066,0.3373493975903614,0.06047109207708779,0.0,0.0,0.0,0.01832896792574212,1
Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,0.459016393442623,0.0,0.09090909090909091,0.4507042253521127,0.0,0.26506024096385544,0.8886509635974305,0.0,0.0,0.0,0.1484181141439206,1
Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,0.8852459016393442,0.25,0.09090909090909091,0.3802816901408451,0.0,0.22891566265060245,0.0,0.0,0.0,0.0,0.037875654811138686,0
Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,0.6557377049180328,0.0,0.5454545454545454,0.8732394366197184,0.93998799759952,0.13253012048192772,0.1891220556745182,0.0,0.0,0.0,0.002403846153846154,0
Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.639344262295082,0.0,0.0,0.36619718309859156,0.0,0.024096385542168676,0.07768736616702356,0.0,0.0,0.0,0.381901364764268,0
Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,Two Year,Yes,Mailed Check,0.2622950819672132,0.0,0.0,0.4084507042253521,0.0,0.26506024096385544,0.4766595289079229,0.19844731489869746,0.0,0.0,0.0054797353184449955,0
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.2786885245901639,0.25,0.0,0.971830985915493,0.5335067013402681,0.1807228915662651,0.1546895074946467,0.0,0.0,0.0,0.0051954094292803975,0
Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.18032786885245905,0.0,0.0,0.7887323943661972,0.49349869973994803,0.48192771084337355,0.020128479657387583,0.0,0.0,0.0,0.004075337744692584,0
Yes,No,Yes,Cable,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.34426229508196726,0.0,0.09090909090909091,0.647887323943662,0.0,0.25301204819277107,0.11160599571734475,0.4854420772862808,0.0,0.0,0.004658349416413933,1
Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.34426229508196726,0.0,0.0,0.676056338028169,0.7175435087017403,0.3373493975903614,0.5117773019271948,0.0,0.0,0.0,0.0,1
Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7377049180327869,0.0,0.2727272727272727,0.056338028169014086,0.7377475495099021,0.07228915662650603,0.10321199143468952,0.05444597099814613,0.0,0.0,0.004606653800202187,1
Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8524590163934426,0.0,0.0,0.1267605633802817,0.0,0.14457831325301207,0.2,0.0,0.0,0.0,0.0014560931899641578,1
Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3770491803278688,0.0,0.2727272727272727,0.14084507042253522,0.0,0.3012048192771084,0.0689507494646681,0.0,0.0,0.0,0.0017375471004503263,1
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.8852459016393442,0.0,0.7272727272727273,0.18309859154929578,0.0,0.024096385542168676,0.025781584582441112,0.0,0.0,0.0,0.0035727414759672825,0
Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.2622950819672132,0.0,0.36363636363636365,0.8309859154929577,0.0,0.3373493975903614,0.5640256959314774,0.0,0.0,0.0,0.006324097049903502,0
Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5245901639344263,0.0,0.0,0.0,0.0,0.024096385542168676,0.42783725910064246,0.0059935564768207154,0.0,0.0,0.0055974864442606374,1
Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8852459016393442,0.0,0.0,0.7605633802816901,0.0,0.22891566265060245,0.017815845824411137,0.6740801180712627,0.0,0.0,0.0032022562264497753,1
Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,0.5737704918032788,0.0,0.0,0.6056338028169015,0.0,0.22891566265060245,0.11349036402569594,0.0,0.0,0.0,0.006054131054131054,0
Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.9672131147540984,0.0,0.6363636363636364,0.4507042253521127,0.0,0.21686746987951808,0.11211991434689508,0.0,0.0,0.0,0.23835987041632206,0
Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.5245901639344263,0.0,0.0,0.02816901408450704,0.0,0.012048192771084341,0.43383297644539615,0.0,0.0,0.0,0.019437551695616215,1
Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,0.6065573770491803,0.125,0.4545454545454546,0.5492957746478874,0.0,0.24096385542168677,0.11177730192719487,0.4026482040329015,0.29001844640295144,0.0,1.1487914713721166e-05,0
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.09836065573770492,0.0,0.09090909090909091,0.9014084507042254,0.5539107821564313,0.6024096385542169,0.9220556745182014,0.849879108945938,0.0,0.0,0.0,0
Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.7377049180327869,0.25,0.09090909090909091,1.0,0.5727145429085817,0.20481927710843376,0.13764453961456105,0.0,0.0,0.0,0.006134546457127103,0
Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,0.7868852459016394,0.0,0.0,0.09859154929577466,0.0,0.04819277108433736,0.5991434689507495,0.0,0.0,0.0,0.0012177189596544436,0
Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.7213114754098361,0.0,0.0,0.7183098591549296,0.0,0.3132530120481928,0.1126338329764454,0.535382381703754,0.0,0.0,0.0025962687253009834,0
Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.016393442622950838,0.0,0.0,0.6338028169014085,0.0,0.9638554216867471,0.06886509635974304,0.0,0.0,0.0,0.001596820145207242,0
Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.14754098360655737,0.0,0.09090909090909091,0.014084507042253521,0.0,0.3012048192771084,0.18903640256959317,0.0,0.0,0.0,0.005606102380295929,1
Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.9672131147540984,0.0,0.0,0.08450704225352114,0.0,0.1807228915662651,0.18903640256959317,0.0,0.0,0.0,0.005482607297123426,1
Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6065573770491803,0.0,0.0,0.0,0.0,0.03614457831325301,0.6847965738758031,0.009593290096532855,0.0,0.0,0.0008989293263486812,1
Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.6557377049180328,0.0,0.8181818181818182,0.5211267605633804,0.0,0.1566265060240964,0.12051391862955033,0.0,0.0,0.0,0.0043194559323591585,0
Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,0.016393442622950838,0.0,0.0,0.8732394366197184,0.0,0.6867469879518073,0.17199143468950748,0.0,0.0,0.0,0.004971395092362834,0
Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.639344262295082,0.0,0.09090909090909091,0.3802816901408451,0.0,0.13253012048192772,0.07751605995717346,0.0,0.0,0.0,0.00433094384707288,1
Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.6721311475409837,0.0,0.0,0.8450704225352113,0.0,0.3012048192771084,0.14578158458244111,0.0,0.0,0.0,0.2543768955059278,0
Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,0.3770491803278688,0.0,0.6363636363636364,0.4507042253521127,0.0,0.08433734939759036,0.029550321199143473,0.0,0.0,0.0,0.455774400330852,0
Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,0.5573770491803279,0.0,0.0,0.7042253521126761,0.0,0.3373493975903614,0.15717344753747325,0.0,0.0,0.0,0.13489971050454921,0
Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.09836065573770492,0.25,0.4545454545454546,0.7323943661971831,0.0,0.6024096385542169,0.17601713062098504,0.0,0.0,0.0,0.005023090708574579,0
Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.09836065573770492,0.125,0.18181818181818182,0.971830985915493,0.0,0.6867469879518073,0.054389721627408995,0.6534656435423778,0.0,0.0,0.0,0
Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.04918032786885246,0.0,0.0,0.23943661971830985,0.9737947589517904,0.5542168674698796,0.17430406852248395,0.0,0.0,0.0,0.003515301902398677,0
Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,0.6065573770491803,0.0,0.0,0.647887323943662,0.9135827165433087,0.012048192771084341,0.017558886509635975,0.0,0.0,0.0,0.003012705633673376,0
Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,0.6885245901639344,0.0,0.0,0.5492957746478874,0.0,0.04819277108433736,0.019271948608137045,0.0,0.0,0.0,0.0054625034463744145,0
Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0655737704918033,0.0,0.09090909090909091,0.9154929577464789,0.0,1.0,0.0689507494646681,0.0,0.0,0.0,0.38042803970223327,1
Yes,Yes,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9344262295081968,0.0,0.09090909090909091,0.4507042253521127,0.0,0.1566265060240964,0.06903640256959316,0.0,0.0,0.0,0.004385511441963055,1
Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.639344262295082,0.0,0.0,0.619718309859155,0.0,0.3373493975903614,0.828693790149893,0.5330905512992038,0.0,0.0,0.020290529363110012,0
Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.3114754098360656,0.0,0.0,0.11267605633802817,0.0,0.0,0.18115631691648823,0.0,0.0,0.0,0.00591053212020954,1
Yes,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.459016393442623,0.0,0.0,0.014084507042253521,0.0,0.3373493975903614,0.060385438972162746,0.012329087647514083,0.0,0.0,0.0037364442606378093,1
Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.016393442622950838,0.0,0.0,0.02816901408450704,0.0,0.855421686746988,0.11203426124197002,0.0,0.0,0.0,0.0020333609043286464,1
Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.24590163934426235,0.125,0.0,0.19718309859154928,0.0,0.21686746987951808,0.025781584582441112,0.0,0.0,0.0,0.0031706644609870416,1
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9836065573770493,0.0,0.0,0.16901408450704225,0.0,0.27710843373493976,0.0,0.0,0.0,0.0,0.016614396654719237,1
Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.5573770491803279,0.0,0.0,0.0,0.0,0.25301204819277107,0.18852248394004284,0.0,0.0,0.0,0.0003302775480194835,0
Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.19672131147540983,0.0,0.0,0.7464788732394366,0.9997999599919983,0.2891566265060241,0.07743040685224839,0.0,0.0,0.0,0.7751240694789082,1
Yes,Yes,Yes,Cable,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.3278688524590164,0.0,0.09090909090909091,0.4225352112676057,0.7735547109421885,0.13253012048192772,0.1640256959314775,0.0,0.0,0.0,0.34428418803418803,1
Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.5901639344262295,0.0,0.09090909090909091,0.0,0.0,0.3373493975903614,0.05207708779443255,0.0,0.0,0.0,0.0011602793860858377,1
Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,0.14754098360655737,0.0,0.0,0.0,0.0,0.5903614457831325,0.02595289079229122,0.0,0.0,0.0,0.0011861271941917104,1
Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.6557377049180328,0.0,0.7272727272727273,0.2112676056338028,0.0,0.3373493975903614,0.6916488222698073,0.0,0.0,0.0,0.0,0
Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.34426229508196726,0.0,0.0,0.25352112676056343,0.0,0.1927710843373494,0.09892933618843684,0.0,0.0,0.0,0.0026278604907637166,0
Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.24590163934426235,0.0,0.0,0.04225352112676056,0.0,0.1927710843373494,0.01721627408993576,0.0,0.0,0.0,0.006467695983825016,1
Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.016393442622950838,0.0,0.0,0.49295774647887325,0.0,0.8313253012048194,0.1891220556745182,0.4278463393708865,0.12830498052879688,0.0,0.0031706644609870416,0
Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.639344262295082,0.375,0.0,0.5633802816901409,0.7789557911582317,0.3132530120481928,0.18004282655246254,0.0,0.0,0.0,0.0036014612627515855,0
Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.016393442622950838,0.0,0.0,0.4225352112676057,0.0,0.8915662650602411,0.04316916488222698,0.37721008645360243,0.0,0.0,0.17254273504273504,0
Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.0,0.0,0.09090909090909091,0.7042253521126761,0.0,0.3373493975903614,0.18055674518201284,0.5700718146857132,0.0,0.0,0.0003274055693410532,1
Yes,No,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.19672131147540983,0.0,0.5454545454545454,0.7887323943661972,0.0,0.1566265060240964,0.06055674518201285,0.0,0.21705267472842799,0.0,0.005272952853598015,0
Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,0.3114754098360656,0.0,0.7272727272727273,0.9295774647887325,0.0,0.1566265060240964,0.18920770877944326,0.0,0.0,0.0,0.0023033269001010936,0
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0655737704918033,0.0,0.0,0.46478873239436624,0.0,0.8915662650602411,0.11203426124197002,0.0,0.0,0.0,0.0780201727782373,1
Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,0.04918032786885246,0.125,0.09090909090909091,0.9859154929577465,0.6739347869573915,0.3012048192771084,0.03443254817987152,0.0,0.0,0.0,0.6869744279018473,0
Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.42622950819672134,0.0,0.0,0.619718309859155,0.0,0.16867469879518074,0.01790149892933619,0.0,0.0,0.0,0.0024555417700578993,0
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5737704918032788,0.0,0.0,0.6056338028169015,0.0,0.04819277108433736,0.10346895074946467,0.0,0.0,0.0,0.004445822994210091,1
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,0.1639344262295082,0.0,0.09090909090909091,0.9859154929577465,0.6767353470694139,0.3012048192771084,0.17139186295503214,0.0,0.0,0.0,0.6898291747082069,0
Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.19672131147540983,0.0,0.0,0.15492957746478872,0.0,0.27710843373493976,0.10329764453961457,0.0,0.0,0.0,0.008857182244279019,0
Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.47540983606557374,0.0,0.0,0.4225352112676057,0.0,0.3012048192771084,0.0038543897216274095,0.0,0.0,0.0,0.0017605229298777686,0
Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,No,No,One Year,Yes,Bank Withdrawal,0.9016393442622951,0.375,0.09090909090909091,0.9859154929577465,0.0,0.21686746987951808,0.0007708779443254819,0.6167123632851168,0.0,0.0,0.9402312517231872,0
Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,0.9344262295081968,0.125,0.6363636363636364,0.6338028169014085,0.0,0.16867469879518074,0.12008565310492506,0.0,0.0,0.0,0.0009534969212388568,0
Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,No,One Year,Yes,Credit Card,0.9836065573770493,0.0,0.9090909090909092,0.014084507042253521,0.0,0.10843373493975905,0.1974304068522484,0.021796387067357016,0.0,0.0,0.005175305578531385,0
Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.5737704918032788,0.0,0.0,0.08450704225352114,0.0,0.06024096385542169,0.18115631691648823,0.058633661109077924,0.0,0.0,0.04245933278191343,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5245901639344263,0.0,0.0,0.11267605633802817,0.0,0.07228915662650603,0.6582441113490364,0.0,0.0,0.0,0.1096205541770058,0
Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.3114754098360656,0.0,0.0,0.4507042253521127,0.0,0.26506024096385544,0.10355460385438972,0.0,0.0,0.0,0.1487024400330852,0
Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.9836065573770493,0.0,0.0,0.9295774647887325,0.5777155431086217,0.10843373493975905,0.1417558886509636,0.0,0.0,0.0,0.0,0
Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.08196721311475408,0.0,0.5454545454545454,0.09859154929577466,0.0,0.6144578313253013,0.013276231263383299,0.0,0.0,0.0,0.005468247403731275,0
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.5901639344262295,0.0,0.2727272727272727,0.9577464788732395,0.0,0.3012048192771084,0.0,0.9818693416687165,0.0,0.0,0.7633374689826303,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9180327868852459,0.0,0.09090909090909091,0.36619718309859156,0.0,0.25301204819277107,0.026124197002141327,0.0,0.0,0.0,0.006324097049903502,1
Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.11475409836065575,0.0,0.0,0.36619718309859156,0.6997399479895979,0.2891566265060241,0.18029978586723772,0.0,0.0,0.0,0.002429693961952027,0
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.4918032786885246,0.0,0.9090909090909092,0.8732394366197184,0.0,0.2891566265060241,0.9314775160599572,0.0,0.0,0.0,0.00324820788530466,0
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9836065573770493,0.0,0.0,0.09859154929577466,0.0,0.1566265060240964,0.07751605995717346,0.0,0.0,0.0,0.0003676132708390773,1
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,0.18032786885245905,0.0,0.0,0.7464788732394366,0.7531506301260252,0.3373493975903614,0.8115631691648822,0.6145645222253553,0.0,0.0,0.0048852357320099266,0
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.836065573770492,0.0,0.2727272727272727,0.323943661971831,0.9953990798159632,0.10843373493975905,0.07066381156316917,0.0,0.0,0.0,0.005238489109456851,1
Yes,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Mailed Check,0.5901639344262295,0.0,0.0,0.28169014084507044,0.6177235447089418,0.1566265060240964,0.5554603854389721,0.0,0.0,0.0,0.00013785497656465398,0
Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.47540983606557374,0.0,0.0,0.0,0.0,0.16867469879518074,0.5991434689507495,0.008393378889962142,0.0,0.0,0.0010281683668780443,1
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.09836065573770492,0.0,0.0,0.9859154929577465,0.0,0.8915662650602411,0.1468950749464668,0.0,0.0,0.0,1.1487914713721166e-05,0
Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,0.9016393442622951,0.0,0.6363636363636364,0.5915492957746479,0.0,0.13253012048192772,0.11605995717344755,0.0,0.0,0.0,0.004666965352449224,1
Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0655737704918033,0.0,0.0,0.323943661971831,0.0,0.46987951807228917,0.6839400428265524,0.0,0.0,0.0,0.0020161290322580645,0
Yes,No,Yes,Cable,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.639344262295082,0.0,0.0,0.1267605633802817,0.0,0.3253012048192771,0.5220556745182013,0.0,0.0,0.0,0.0031735364396654722,0
Yes,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5737704918032788,0.0,0.0,0.16901408450704225,0.0,0.03614457831325301,0.6162740899357603,0.11085379681903539,0.21459315433490472,0.0,0.005336136384523481,0
Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,0.21311475409836067,0.0,0.0,0.295774647887324,0.0,0.3373493975903614,0.0006852248394004283,0.0,0.0,0.0,0.004046617957908281,1
Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.7868852459016394,0.0,0.18181818181818182,0.09859154929577466,0.5399079815963193,0.0,0.07237687366167023,0.0,0.0,0.0,0.06201176362466685,1
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.14754098360655737,0.0,0.0,0.0,0.0,0.48192771084337355,0.019271948608137045,0.0,0.0,0.0,0.006054131054131054,1
Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.21311475409836067,0.0,0.0,0.02816901408450704,0.0,0.3373493975903614,0.8646680942184155,0.0395910702608007,0.0,0.0,0.010287427626137303,1
Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,0.0655737704918033,0.125,0.7272727272727273,0.19718309859154928,0.0,0.3373493975903614,0.04359743040685225,0.0,0.0,0.0,0.0020333609043286464,0
