Customer_ID,Gender,Age,Married,Number_Dependents,City,Zip_Code,Latitude,Longtitude,Number_Referrals,Tenure,Offer,Phone_service,Average_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Average_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Tenure_bins,Monthly_Charge_bins,Age_bins
2796-NNUFI,Female,56,Yes,0,Palos Verdes Peninsula,90274,33788208,-118404955.0,1,46,,Yes,0.0,No,No,,,,,,,,,,,Two Year,Yes,Credit Card,0.0,0.0,0.0,0.0,1401.62,2328.72,0,,,Médio-Alto,Baixo,Baixo
2796-UUZZO,Male,30,Yes,2,Redding,96002,40527834,-122318749.0,9,63,Offer B,Yes,0.0,No,Yes,Fiber Optic,48.0,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,8.03,0.0,0.0,0.0,13.44,6125.79,0,,,Alto,Baixo,Baixo
2798-NYLMZ,Male,29,Yes,0,Los Banos,93635,36995162,-120955099.0,10,71,Offer A,Yes,31.97,Yes,Yes,Fiber Optic,73.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,12.55,0.0,0.0,0.0,2269.87,9885.87,0,,,Alto,Baixo,Baixo
2799-ARNLO,Female,67,Yes,0,Bonsall,92003,33290907,-117202895.0,0,5,Offer E,Yes,0.0,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,21.35,0.0,0.0,0.0,23.08,5.04,0,,,Baixo,Baixo,Baixo
2799-TSLAG,Female,25,Yes,3,Irvine,92618,33667145,-117732135.0,9,65,,Yes,0.0,Yes,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,1.03,0.0,0.0,0.0,0.0,0.05,0,,,Alto,Baixo,Baixo
2800-QQUSO,Male,48,No,0,Riverside,92505,33920907,-117489426.0,0,42,,Yes,25.69,Yes,Yes,Fiber Optic,13.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,4.03,4222.95,0.0,0.0,1078.98,5301.93,0,,,Médio-Alto,Baixo,Baixo
2800-VEQXM,Female,48,No,0,Lebec,93243,34845861,-118885163.0,0,3,,Yes,0.0,No,Yes,Fiber Optic,4.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.75,0.0,38.84,0.0,13.05,236.76,0,,,Baixo,Médio-Alto,Médio-Alto
2801-NISEI,Male,28,No,0,Mt Baldy,91759,34231318,-117662032.0,0,24,,Yes,0.0,No,Yes,DSL,69.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.95,0.0,0.0,0.0,721.68,6.18,0,,,Médio-Baixo,Médio-Baixo,Médio-Baixo
2804-ETQDK,Male,57,No,2,Ventura,93004,34278697,-119167798.0,0,66,,Yes,0.0,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.55,0.0,17.14,0.0,17.58,13.54,0,,,Alto,Baixo,Baixo
2805-AUFQN,Female,42,No,0,Traver,93673,36456091,-119486225.0,0,25,Offer C,Yes,0.0,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.08,0.0,0.0,0.0,12.25,7.45,0,,,Médio-Baixo,Baixo,Baixo
2805-EDJPQ,Female,45,Yes,0,San Diego,92124,32827238,-117089287.0,9,56,,Yes,0.0,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,99.75,0.0,0.0,0.0,1149.68,14.08,0,,,Alto,Alto,Alto
2806-MLNTI,Male,79,Yes,0,White Water,92282,33972293,-116654195.0,4,52,,Yes,0.0,Yes,Yes,Fiber Optic,9.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,9.01,0.0,0.0,0.0,3.08,4.02,0,,,Médio-Alto,Baixo,Baixo
2808-CHTDM,Female,47,Yes,2,Los Angeles,90024,34066303,-118435479.0,4,23,,Yes,35.86,Yes,No,,,,,,,,,,,Two Year,No,Mailed Check,1.01,0.0,0.0,0.0,824.78,20.23,0,,,Médio-Baixo,Baixo,Baixo
2809-ILCYT,Female,56,Yes,0,Sequoia National Park,93262,36527243,-118594938.0,10,25,,Yes,0.0,Yes,No,,,,,,,,,,,One Year,Yes,Credit Card,2.08,0.0,0.0,0.0,0.0,7.55,0,,,Médio-Baixo,Baixo,Baixo
2809-ZMYOQ,Female,33,No,0,Camptonville,95922,39432127,-121099287.0,0,32,,Yes,0.0,Yes,Yes,Fiber Optic,28.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,5.35,0.0,0.0,0.0,1328.96,4663.86,0,,,Médio-Baixo,Baixo,Baixo
2810-FTLEM,Female,21,No,0,Los Angeles,90036,34070291,-118349191.0,0,16,,Yes,0.0,No,Yes,DSL,53.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2.15,0.0,0.0,0.0,12.16,6.41,1,Competitor,Competitor offered higher download speeds,Baixo,Baixo,Baixo
2811-POVEX,Female,74,Yes,3,Live Oak,95953,39258746,-12177697.0,4,23,,Yes,0.0,No,Yes,Fiber Optic,53.0,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,16.45,0.0,0.0,0.0,46.69,17.24,0,,,Médio-Baixo,Baixo,Baixo
2812-ENYMO,Male,22,No,0,Orick,95555,41336354,-124044354.0,0,26,Offer C,No,,,Yes,Cable,82.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,6.55,1362.85,0.0,0.0,0.0,1362.85,0,,,Médio-Baixo,Baixo,Baixo
2812-REYAT,Female,56,Yes,0,Chilcoot,96105,39872961,-120198876.0,3,49,,Yes,0.0,No,No,,,,,,,,,,,One Year,Yes,Bank Withdrawal,20.05,0.0,0.0,0.0,2.09,0.0,0,,,Médio-Alto,Baixo,Baixo
2812-SFXMJ,Male,46,No,3,Hat Creek,96040,40789799,-121474529.0,0,1,,Yes,0.0,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,0.0,0.0,0.0,0.0,27.71,0,,,Baixo,Baixo,Baixo
2815-CPTUL,Male,68,No,0,Gasquet,95543,41867908,-123794144.0,0,5,,Yes,0.0,No,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,22.25,0.0,12.48,0.0,11.35,330.77,1,Price,Price too high,Baixo,Baixo,Baixo
2817-LVCPP,Female,36,No,0,Sacramento,95822,38512569,-121495184.0,0,50,,Yes,0.0,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.04,1023.95,0.0,0.0,0.0,1654.95,0,,,Médio-Alto,Baixo,Baixo
2817-NTQDO,Male,52,No,0,Huntington Beach,92646,33666301,-117969501.0,0,13,Offer D,No,,,Yes,DSL,17.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,21.55,0.0,0.0,0.0,0.0,0.0,1,Dissatisfaction,Poor expertise of online support,Baixo,Baixo,Baixo
2819-GWENI,Female,64,Yes,1,Hayward,94542,37656695,-122048361.0,9,28,Offer C,Yes,0.0,No,No,,,,,,,,,,,One Year,No,Credit Card,19.09,0.0,0.0,0.0,13.48,4.48,0,,,Médio-Baixo,Baixo,Baixo
2821-WARNZ,Female,25,No,1,Buena Park,90620,33845706,-118012204.0,0,49,,Yes,45.64,No,No,,,,,,,,,,,One Year,No,Credit Card,19.45,0.0,0.0,0.0,4.36,3157.66,0,,,Médio-Alto,Baixo,Baixo
2823-LKABH,Female,51,No,0,Rancho Mirage,92270,33763678,-116429928.0,0,18,,Yes,0.0,Yes,Yes,Fiber Optic,12.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,23.05,0.0,38.65,0.0,13.56,22.31,0,,,Baixo,Baixo,Baixo
2824-DXNKN,Female,26,Yes,1,Santa Cruz,95065,37031404,-121981865.0,8,72,Offer A,Yes,38.99,Yes,Yes,Cable,73.0,Yes,No,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,23.45,5025.85,0.0,0.0,23.28,9.13,0,,,Alto,Baixo,Baixo
2824-MYYBN,Female,43,Yes,2,Bakersfield,93313,35140938,-119051348.0,0,37,,Yes,0.0,Yes,Yes,Fiber Optic,11.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,23.25,0.0,0.0,0.0,11.02,13.35,0,,,Médio-Alto,Baixo,Baixo
2826-DXLQO,Male,80,Yes,0,El Cerrito,94530,37924838,-122289145.0,10,7,Offer E,No,,,Yes,DSL,13.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,5.08,0.0,0.0,0.0,0.0,208.62,0,,,Baixo,Baixo,Baixo
2826-UWHIS,Male,64,Yes,0,Sequoia National Park,93262,36527243,-118594938.0,4,45,Offer B,Yes,0.0,Yes,Yes,Fiber Optic,19.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,9.04,3775.85,0.0,0.0,23.55,7.04,0,,,Médio-Alto,Baixo,Baixo
2828-SLQPF,Male,53,No,0,San Marino,91108,34122671,-118112911.0,0,19,,Yes,0.0,No,Yes,DSL,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,865.85,22.55,0.0,560.88,12.18,0,,,Médio-Baixo,Baixo,Baixo
2829-HYVZP,Male,42,No,0,Fairfax,94930,37971751,-122611873.0,0,29,,Yes,0.0,No,No,,,,,,,,,,,One Year,Yes,Credit Card,19.08,0.0,0.0,0.0,17.48,0.0,0,,,Médio-Baixo,Baixo,Baixo
2830-LEWOA,Male,37,Yes,1,Jamestown,95327,3784771,-120486589.0,3,61,Offer B,Yes,0.0,No,Yes,Fiber Optic,19.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,7.09,0.0,0.0,0.0,2627.88,5.03,0,,,Alto,Baixo,Baixo
2831-EBWRN,Male,46,No,0,Altadena,91001,34196837,-118142236.0,0,4,Offer E,Yes,33.93,No,Yes,Cable,20.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,23.59,199.75,0.0,0.0,135.72,23.47,0,,,Baixo,Baixo,Baixo
2832-KJCRD,Female,22,No,0,Los Angeles,90071,34052917,-118255178.0,0,38,Offer C,Yes,0.0,Yes,Yes,Fiber Optic,27.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,103.65,0.0,0.0,0.0,22.01,22.06,0,,,Médio-Alto,Alto,Alto
2832-SCUCO,Female,52,No,0,Kirkwood,95646,38631489,-120015167.0,0,2,Offer E,Yes,0.0,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.09,0.0,0.0,0.0,5.08,15.02,0,,,Baixo,Baixo,Baixo
2833-SLKDQ,Male,23,No,0,Caspar,95420,39361283,-123784599.0,0,1,,Yes,0.0,No,Yes,Cable,73.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,21.05,0.0,0.0,0.0,0.03,21.08,1,Competitor,Competitor had better devices,Baixo,Baixo,Baixo
2834-JKOOW,Female,60,No,0,Gerber,96035,4003194,-122176023.0,0,15,Offer D,No,,,Yes,DSL,25.0,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,21.09,0.0,16.27,0.0,0.0,5.18,0,,,Baixo,Baixo,Baixo
2834-JRTUA,Male,30,No,0,Martinez,94553,38014457,-122115432.0,0,71,Offer A,Yes,0.0,Yes,Yes,Fiber Optic,53.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,12.05,0.0,0.0,0.0,3508.82,11040.97,1,Competitor,Competitor had better devices,Alto,Baixo,Baixo
2834-SPCJV,Male,40,Yes,0,Rough And Ready,95975,39225634,-121156163.0,1,52,,Yes,0.0,No,Yes,Fiber Optic,14.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,12.01,4348.65,0.0,0.0,3.24,6343.89,1,Competitor,Competitor had better devices,Médio-Alto,Baixo,Baixo
2839-RFSQE,Female,60,No,0,Rancho Mirage,92270,33763678,-116429928.0,0,2,Offer E,Yes,24.71,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,0.0,0.0,0.0,0.0,1.42,16.12,1,Attitude,Attitude of support person,Baixo,Baixo,Baixo
2840-XANRC,Male,77,Yes,0,San Diego,92122,3285723,-117209774.0,1,24,Offer C,Yes,0.0,No,Yes,Cable,12.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,21.15,0.0,0.0,0.0,2.04,1.45,1,Competitor,Competitor made better offer,Médio-Baixo,Baixo,Baixo
2842-BCQGE,Male,39,No,0,San Diego,92139,32677716,-117047666.0,0,43,Offer B,Yes,0.0,Yes,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,3.35,0.0,0.0,0.0,5.38,4006.78,0,,,Médio-Alto,Baixo,Baixo
2842-JTCCU,Male,27,No,0,Hopland,95449,3893706,-123118111.0,0,2,Offer E,Yes,29.69,No,Yes,Cable,52.0,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,22.05,0.0,0.0,0.0,11.38,149.73,1,Attitude,Attitude of service provider,Baixo,Baixo,Baixo
2843-CQMEG,Male,21,No,0,San Diego,92120,32807867,-117060993.0,0,24,Offer C,Yes,0.0,No,Yes,Cable,59.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,1.07,0.0,0.0,0.0,17.28,11.53,0,,,Médio-Baixo,Baixo,Baixo
2845-AFFTX,Male,78,Yes,0,Westport,95488,39724433,-123767578.0,0,41,,Yes,0.0,Yes,Yes,Fiber Optic,15.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3.08,0.0,0.0,0.0,924.96,15.38,1,Dissatisfaction,Product dissatisfaction,Médio-Alto,Baixo,Baixo
2845-HSJCY,Female,49,Yes,0,Fallbrook,92028,33362575,-117299644.0,1,14,,Yes,0.0,Yes,Yes,Fiber Optic,19.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,15.25,0.0,0.0,0.0,0.52,11.12,1,Competitor,Competitor made better offer,Baixo,Baixo,Baixo
2845-KDHVX,Female,57,Yes,0,Sheridan,95681,38984756,-121345074.0,9,64,,Yes,0.0,No,Yes,DSL,25.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,20.03,0.0,0.0,0.0,2.56,13.36,0,,,Alto,Baixo,Baixo
2848-YXSMW,Male,38,Yes,0,Torrance,90503,33840399,-118353714.0,1,72,Offer A,Yes,0.0,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.04,0.0,0.0,0.0,0.0,7.25,0,,,Alto,Baixo,Baixo
2851-MMUTZ,Female,29,No,0,Tahoe Vista,96148,3924124,-120054765.0,0,27,,Yes,0.0,No,Yes,Cable,53.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,8.15,0.0,0.0,0.0,11.37,1474.72,0,,,Médio-Baixo,Baixo,Baixo
2851-STERV,Male,79,No,0,Descanso,91916,32912664,-116635387.0,0,35,,Yes,0.0,No,Yes,DSL,18.0,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0.0,0.0,0.0,10.04,2577.65,0,,,Médio-Baixo,Baixo,Baixo
2853-CWQFQ,Male,20,No,1,Eureka,95503,40737431,-124108897.0,0,1,,Yes,0.0,No,Yes,Cable,48.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,11.55,0.0,0.0,0.0,17.39,100.94,0,,,Baixo,Baixo,Baixo
2856-HYAPG,Female,62,No,0,Platina,96076,40367964,-122937379.0,0,1,Offer E,Yes,0.0,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,68.65,68.65,0.0,0.0,12.04,9.05,1,Price,Price too high,Baixo,Médio-Alto,Médio-Alto
2856-NNASM,Male,74,No,0,Santa Rosa,95407,38394091,-122739814.0,0,43,,Yes,0.0,No,Yes,Fiber Optic,6.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,17.55,3856.75,0.0,0.0,2.16,5538.91,1,Dissatisfaction,Network reliability,Médio-Alto,Baixo,Baixo
2858-EIMXH,Female,69,Yes,0,Vallejo,94592,38093701,-122276589.0,1,53,,Yes,0.0,Yes,Yes,Fiber Optic,12.0,No,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,95.85,0.0,0.0,0.0,1594.77,16.17,0,,,Médio-Alto,Alto,Alto
2858-MOFSQ,Female,50,No,0,Rio Oso,95674,38954144,-121482536.0,0,17,,Yes,0.0,Yes,Yes,DSL,21.0,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Mailed Check,55.85,0.0,0.0,0.0,5.27,1350.77,1,Price,Price too high,Baixo,Médio-Baixo,Médio-Baixo
2860-RANUS,Female,67,No,0,Mc Kittrick,93251,3538381,-119730885.0,0,20,Offer D,Yes,0.0,Yes,Yes,Fiber Optic,15.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,13.08,0.0,0.0,0.0,9.08,9.03,1,Price,Price too high,Médio-Baixo,Baixo,Baixo
2862-JVEOY,Male,33,No,0,Loma Mar,94021,37266388,-12226308.0,0,6,,Yes,0.0,No,No,,,,,,,,,,,One Year,No,Credit Card,19.15,0.0,0.0,0.0,15.24,187.64,0,,,Baixo,Baixo,Baixo
2862-PFNIK,Male,47,No,3,San Leandro,94578,37704384,-122126703.0,0,1,,No,,,Yes,Cable,21.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.07,0.0,0.0,0.0,0.0,0.07,0,,,Baixo,Baixo,Baixo
2863-IMQDR,Female,52,No,0,San Diego,92130,32957195,-117202542.0,0,61,,Yes,0.0,Yes,Yes,DSL,8.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,89.65,0.0,0.0,0.0,14.45,19.15,0,,,Alto,Alto,Alto
2865-TCHJW,Female,74,No,0,Anaheim,92807,33848733,-117788357.0,0,4,,Yes,0.0,Yes,Yes,Cable,24.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,17.02,0.0,0.0,0.0,1.04,11.06,1,Competitor,Competitor had better devices,Baixo,Baixo,Baixo
2866-IKBTM,Female,57,No,0,Dana Point,92629,33477923,-117705314.0,0,1,,Yes,40.63,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.55,0.0,0.0,0.0,40.63,12.18,0,,,Baixo,Baixo,Baixo
2867-UIMSS,Male,24,No,0,Vernalis,95385,37609095,-121263381.0,0,1,,Yes,35.77,No,Yes,Fiber Optic,69.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,8.05,0.0,0.0,0.0,35.77,20.27,1,Dissatisfaction,Product dissatisfaction,Baixo,Baixo,Baixo
2868-LLSKM,Female,50,Yes,2,Escondido,92027,33141265,-116967221.0,1,68,Offer A,Yes,0.0,Yes,Yes,Fiber Optic,29.0,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,83.65,0.0,46.99,0.0,1083.92,2.33,0,,,Alto,Médio-Alto,Médio-Alto
2868-MZAGQ,Male,49,No,0,Modesto,95354,37639029,-120964772.0,0,1,Offer E,Yes,0.0,No,Yes,Fiber Optic,5.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,7.25,0.0,0.0,0.0,0.0,3.23,1,Dissatisfaction,Service dissatisfaction,Baixo,Baixo,Baixo
2868-SNELZ,Female,54,No,0,San Diego,92122,3285723,-117209774.0,0,2,,Yes,0.0,Yes,Yes,Fiber Optic,20.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,8.06,0.0,0.0,0.0,0.0,22.44,1,Competitor,Competitor made better offer,Baixo,Baixo,Baixo
2869-ADAWR,Female,41,No,0,Sutter Creek,95685,38432145,-12077069.0,0,45,Offer B,Yes,0.0,Yes,Yes,Fiber Optic,24.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,17.03,4016.85,44.63,0.0,11.04,4607.62,1,Dissatisfaction,Poor expertise of online support,Médio-Alto,Baixo,Baixo
2873-ZLIWT,Female,64,Yes,0,Temecula,92592,33507255,-117029473.0,1,40,Offer B,Yes,0.0,Yes,Yes,Fiber Optic,19.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.85,0.0,0.0,0.0,9.02,0.25,1,Competitor,Competitor made better offer,Médio-Alto,Médio-Alto,Médio-Alto
2874-YXVVA,Female,38,No,0,Herlong,96113,40198234,-12018089.0,0,34,,Yes,0.0,No,Yes,Fiber Optic,2.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,9.01,0.0,0.0,0.0,95.88,3730.68,0,,,Médio-Baixo,Baixo,Baixo
2876-GZYZC,Female,49,No,0,Cerritos,90703,338681,-118067402.0,0,13,,Yes,0.0,Yes,Yes,Fiber Optic,22.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.95,1215.65,0.0,0.0,379.73,11.38,0,,,Baixo,Médio-Alto,Médio-Alto
2876-VBBBL,Female,64,No,0,Shaver Lake,93664,37223,-119001021.0,0,1,Offer E,Yes,0.0,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.25,0.0,0.0,0.0,0.0,30.96,1,Attitude,Attitude of support person,Baixo,Baixo,Baixo
2877-VDUER,Female,36,Yes,1,Camp Nelson,93208,36057458,-118591951.0,6,35,,No,,,Yes,DSL,30.0,No,No,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,16.09,0.0,0.0,0.0,0.0,15.06,0,,,Médio-Baixo,Baixo,Baixo
2878-DHMIN,Male,63,Yes,2,Sacramento,95833,38619049,-121517552.0,7,35,,Yes,0.0,No,No,,,,,,,,,,,One Year,No,Bank Withdrawal,19.09,0.0,0.0,0.0,8.05,2.05,0,,,Médio-Baixo,Baixo,Baixo
2878-RMWXY,Male,75,Yes,0,Temecula,92590,33475493,-117219551.0,5,72,,Yes,0.0,Yes,Yes,Fiber Optic,5.0,Yes,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,102.65,0.0,0.0,0.0,0.0,2.03,0,,,Alto,Alto,Alto
2880-FPNAE,Male,69,Yes,0,Van Nuys,91405,34202494,-118448048.0,1,2,Offer E,Yes,0.0,No,Yes,Fiber Optic,14.0,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,2.02,0.0,0.0,0.0,14.58,154.68,0,,,Baixo,Baixo,Baixo
2882-DDZPG,Female,27,No,0,San Carlos,94070,37497915,-122267361.0,0,12,,Yes,35.81,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.45,0.0,0.0,0.0,429.72,9.17,0,,,Baixo,Baixo,Baixo
2882-WDTBA,Male,64,Yes,0,Willows,95988,39493991,-122286363.0,4,69,Offer A,Yes,0.0,No,Yes,Cable,18.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.75,0.0,0.0,0.0,3058.77,8446.92,0,,,Alto,Médio-Alto,Médio-Alto
2883-ILGWO,Male,68,No,0,Compton,90222,33912246,-118236773.0,0,57,,Yes,0.0,Yes,Yes,Fiber Optic,15.0,No,Yes,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,8.09,5913.95,0.0,0.0,0.0,9.01,0,,,Alto,Baixo,Baixo
2884-GBPFB,Female,61,Yes,0,Morro Bay,93442,35369553,-120763864.0,4,35,Offer C,Yes,0.0,No,Yes,Fiber Optic,4.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,22.03,0.0,0.0,0.0,5.05,5.06,1,Other,Moved,Médio-Baixo,Baixo,Baixo
2885-HIJDH,Male,47,Yes,3,Tecate,91980,32587557,-116636816.0,9,69,,Yes,0.0,Yes,Yes,DSL,53.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,14.09,0.0,0.0,0.0,18.15,20.25,0,,,Alto,Baixo,Baixo
2886-KEFUM,Female,50,Yes,0,Big Bend,96011,41096569,-121879082.0,1,63,,Yes,0.0,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,11.05,6873.75,0.0,0.0,1.59,23.34,1,Attitude,Attitude of support person,Alto,Baixo,Baixo
2887-JPYLU,Female,58,No,3,Stinson Beach,94970,37921137,-122657562.0,0,41,,Yes,38.94,No,Yes,DSL,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,21.02,0.0,0.0,0.0,12.54,6.44,0,,,Médio-Alto,Baixo,Baixo
2888-ADFAO,Female,47,Yes,3,Palmdale,93551,34613476,-118256358.0,5,47,,Yes,0.0,No,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,21.03,0.0,0.0,0.0,185.65,3.45,0,,,Médio-Alto,Baixo,Baixo
2889-FPWRM,Male,31,Yes,0,Mckinleyville,95519,40965011,-124015255.0,1,72,,Yes,34.87,Yes,Yes,Fiber Optic,8.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,21.08,0.0,0.0,0.0,2510.64,11195.44,1,Competitor,Competitor offered higher download speeds,Alto,Baixo,Baixo
2890-WFBHU,Female,26,No,0,Salyer,95563,4089866,-123539754.0,0,59,Offer B,Yes,0.0,Yes,Yes,DSL,73.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,79.85,0.0,0.0,0.0,18.46,4.56,0,,,Alto,Médio-Alto,Médio-Alto
2892-GESUL,Female,20,Yes,3,San Juan Capistrano,92675,33521447,-117602555.0,5,18,,Yes,0.0,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.35,0.0,0.0,0.0,0.0,21.25,0,,,Baixo,Baixo,Baixo
2894-QOJRX,Female,19,Yes,0,San Diego,92124,32827238,-117089287.0,1,25,Offer C,No,,,Yes,Cable,82.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,0.0,0.0,0.0,0.0,1,Competitor,Competitor had better devices,Médio-Baixo,Baixo,Baixo
2896-TBNBE,Male,46,Yes,0,Guadalupe,93434,34936,-120594655.0,5,40,Offer B,Yes,0.0,No,Yes,Fiber Optic,24.0,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,8.08,3132.75,0.0,0.0,14.08,3.55,0,,,Médio-Alto,Baixo,Baixo
